Feature,Pointwise Mutual Information
out of the middle class,1.5022793286397813
of the middle class and,1.5022793286397813
the middle class and into,1.5022793286397813
middle class and into poverty,1.5022793286397813
class and into poverty </s>,1.5022793286397813
and into poverty </s> </s>,1.5022793286397813
into poverty </s> </s> </s>,1.5022793286397813
poverty </s> </s> </s> </s>,1.5022793286397813
bled,1.5022793286397813
<s> <s> <s> the economy,1.5022793286397813
<s> <s> the economy bled,1.5022793286397813
<s> the economy bled 24,1.5022793286397813
the economy bled 24 billion,1.5022793286397813
economy bled 24 billion due,1.5022793286397813
bled 24 billion due to,1.5022793286397813
24 billion due to the,1.5022793286397813
billion due to the government,1.5022793286397813
due to the government shutdown,1.5022793286397813
to the government shutdown </s>,1.5022793286397813
63,1.5022793286397813
chose,1.5022793286397813
75,1.5022793286397813
low,1.5022793286397813
<s> <s> <s> in this,1.5022793286397813
<s> <s> in this last,1.5022793286397813
<s> in this last election,1.5022793286397813
in this last election in,1.5022793286397813
this last election in november,1.5022793286397813
last election in november 63,1.5022793286397813
election in november 63 percent,1.5022793286397813
in november 63 percent of,1.5022793286397813
november 63 percent of the,1.5022793286397813
63 percent of the american,1.5022793286397813
percent of the american people,1.5022793286397813
of the american people chose,1.5022793286397813
the american people chose not,1.5022793286397813
american people chose not to,1.5022793286397813
people chose not to vote,1.5022793286397813
chose not to vote 80,1.5022793286397813
not to vote 80 percent,1.5022793286397813
to vote 80 percent of,1.5022793286397813
vote 80 percent of young,1.5022793286397813
80 percent of young people,1.5022793286397813
percent of young people and,1.5022793286397813
of young people and 75,1.5022793286397813
young people and 75 percent,1.5022793286397813
people and 75 percent of,1.5022793286397813
and 75 percent of low,1.5022793286397813
75 percent of low income,1.5022793286397813
percent of low income workers,1.5022793286397813
of low income workers chose,1.5022793286397813
low income workers chose not,1.5022793286397813
income workers chose not to,1.5022793286397813
workers chose not to vote,1.5022793286397813
chose not to vote </s>,1.5022793286397813
not to vote </s> </s>,1.5022793286397813
to vote </s> </s> </s>,1.5022793286397813
vote </s> </s> </s> </s>,1.5022793286397813
motorcycles,1.5022793286397813
quote,1.5022793286397813
disgraceful,1.5022793286397813
<s> <s> <s> <s> mccain,1.5022793286397813
<s> <s> <s> mccain opposed,1.5022793286397813
<s> <s> mccain opposed a,1.5022793286397813
<s> mccain opposed a requirement,1.5022793286397813
mccain opposed a requirement that,1.5022793286397813
opposed a requirement that the,1.5022793286397813
a requirement that the government,1.5022793286397813
requirement that the government buy,1.5022793286397813
that the government buy american,1.5022793286397813
the government buy american made,1.5022793286397813
government buy american made motorcycles,1.5022793286397813
buy american made motorcycles and,1.5022793286397813
american made motorcycles and he,1.5022793286397813
made motorcycles and he said,1.5022793286397813
motorcycles and he said all,1.5022793286397813
and he said all buy,1.5022793286397813
he said all buy american,1.5022793286397813
said all buy american provisions,1.5022793286397813
all buy american provisions were,1.5022793286397813
buy american provisions were quote,1.5022793286397813
american provisions were quote disgraceful,1.5022793286397813
provisions were quote disgraceful </s>,1.5022793286397813
were quote disgraceful </s> </s>,1.5022793286397813
quote disgraceful </s> </s> </s>,1.5022793286397813
disgraceful </s> </s> </s> </s>,1.5022793286397813
manila,1.5022793286397813
philippines,1.5022793286397813
845,1.5022793286397813
subsidiary,1.5022793286397813
became,1.5022793286397813
owner,1.5022793286397813
<s> <s> <s> <s> water,1.5022793286397813
<s> <s> <s> water rates,1.5022793286397813
<s> <s> water rates in,1.5022793286397813
<s> water rates in manila,1.5022793286397813
water rates in manila philippines,1.5022793286397813
rates in manila philippines were,1.5022793286397813
in manila philippines were raised,1.5022793286397813
manila philippines were raised up,1.5022793286397813
philippines were raised up to,1.5022793286397813
were raised up to 845,1.5022793286397813
raised up to 845 percent,1.5022793286397813
up to 845 percent when,1.5022793286397813
to 845 percent when a,1.5022793286397813
845 percent when a subsidiary,1.5022793286397813
percent when a subsidiary of,1.5022793286397813
when a subsidiary of the,1.5022793286397813
a subsidiary of the world,1.5022793286397813
subsidiary of the world bank,1.5022793286397813
of the world bank became,1.5022793286397813
the world bank became a,1.5022793286397813
world bank became a partial,1.5022793286397813
bank became a partial owner,1.5022793286397813
became a partial owner </s>,1.5022793286397813
a partial owner </s> </s>,1.5022793286397813
partial owner </s> </s> </s>,1.5022793286397813
owner </s> </s> </s> </s>,1.5022793286397813
puerto,1.5022793286397813
rico,1.5022793286397813
<s> <s> <s> <s> almost,1.5022793286397813
<s> <s> <s> almost 100,1.5022793286397813
<s> <s> almost 100 000,1.5022793286397813
<s> almost 100 000 people,1.5022793286397813
almost 100 000 people left,1.5022793286397813
100 000 people left puerto,1.5022793286397813
000 people left puerto rico,1.5022793286397813
people left puerto rico last,1.5022793286397813
left puerto rico last year,1.5022793286397813
puerto rico last year </s>,1.5022793286397813
rico last year </s> </s>,1.5022793286397813
corporate,1.5022793286397813
<s> the united states has,1.5022793286397813
the united states has the,1.5022793286397813
united states has the highest,1.5022793286397813
states has the highest corporate,1.5022793286397813
has the highest corporate tax,1.5022793286397813
the highest corporate tax rate,1.5022793286397813
highest corporate tax rate in,1.5022793286397813
corporate tax rate in the,1.5022793286397813
tax rate in the free,1.5022793286397813
rate in the free world,1.5022793286397813
in the free world </s>,1.5022793286397813
the free world </s> </s>,1.5022793286397813
free world </s> </s> </s>,1.5022793286397813
auto,1.5022793286397813
<s> <s> <s> we just,1.5022793286397813
<s> <s> we just had,1.5022793286397813
<s> we just had the,1.5022793286397813
we just had the best,1.5022793286397813
just had the best year,1.5022793286397813
had the best year for,1.5022793286397813
the best year for the,1.5022793286397813
best year for the auto,1.5022793286397813
year for the auto industry,1.5022793286397813
for the auto industry in,1.5022793286397813
the auto industry in america,1.5022793286397813
auto industry in america in,1.5022793286397813
industry in america in history,1.5022793286397813
in america in history </s>,1.5022793286397813
america in history </s> </s>,1.5022793286397813
in history </s> </s> </s>,1.5022793286397813
favors,1.5022793286397813
350,1.5022793286397813
<s> says scott walker favors,1.5022793286397813
says scott walker favors cutting,1.5022793286397813
scott walker favors cutting up,1.5022793286397813
walker favors cutting up to,1.5022793286397813
favors cutting up to 350,1.5022793286397813
cutting up to 350 000,1.5022793286397813
up to 350 000 families,1.5022793286397813
to 350 000 families and,1.5022793286397813
350 000 families and children,1.5022793286397813
000 families and children off,1.5022793286397813
families and children off health,1.5022793286397813
and children off health care,1.5022793286397813
children off health care </s>,1.5022793286397813
off health care </s> </s>,1.5022793286397813
mosques,1.5022793286397813
tripled,1.5022793286397813
paris,1.5022793286397813
san,1.5022793286397813
bernardino,1.5022793286397813
<s> <s> <s> <s> hate,1.5022793286397813
<s> <s> <s> hate crimes,1.5022793286397813
<s> <s> hate crimes against,1.5022793286397813
<s> hate crimes against american,1.5022793286397813
hate crimes against american muslims,1.5022793286397813
crimes against american muslims and,1.5022793286397813
against american muslims and mosques,1.5022793286397813
american muslims and mosques have,1.5022793286397813
muslims and mosques have tripled,1.5022793286397813
and mosques have tripled after,1.5022793286397813
mosques have tripled after paris,1.5022793286397813
have tripled after paris and,1.5022793286397813
tripled after paris and san,1.5022793286397813
after paris and san bernardino,1.5022793286397813
paris and san bernardino </s>,1.5022793286397813
and san bernardino </s> </s>,1.5022793286397813
san bernardino </s> </s> </s>,1.5022793286397813
bernardino </s> </s> </s> </s>,1.5022793286397813
remains,1.5022793286397813
won,1.5022793286397813
governorship,1.5022793286397813
landslide,1.5022793286397813
elections,1.5022793286397813
<s> <s> <s> <s> rick,1.5022793286397813
<s> <s> <s> rick perry,1.5022793286397813
<s> <s> rick perry has,1.5022793286397813
<s> rick perry has never,1.5022793286397813
rick perry has never lost,1.5022793286397813
perry has never lost an,1.5022793286397813
has never lost an election,1.5022793286397813
never lost an election and,1.5022793286397813
lost an election and remains,1.5022793286397813
an election and remains the,1.5022793286397813
election and remains the only,1.5022793286397813
and remains the only person,1.5022793286397813
remains the only person to,1.5022793286397813
the only person to have,1.5022793286397813
only person to have won,1.5022793286397813
person to have won the,1.5022793286397813
to have won the texas,1.5022793286397813
have won the texas governorship,1.5022793286397813
won the texas governorship three,1.5022793286397813
the texas governorship three times,1.5022793286397813
texas governorship three times in,1.5022793286397813
governorship three times in landslide,1.5022793286397813
three times in landslide elections,1.5022793286397813
times in landslide elections </s>,1.5022793286397813
in landslide elections </s> </s>,1.5022793286397813
landslide elections </s> </s> </s>,1.5022793286397813
elections </s> </s> </s> </s>,1.5022793286397813
youth,1.5022793286397813
minority,1.5022793286397813
communities,1.5022793286397813
<s> <s> <s> <s> youth,1.5022793286397813
<s> <s> <s> youth unemployment,1.5022793286397813
<s> <s> youth unemployment in,1.5022793286397813
<s> youth unemployment in minority,1.5022793286397813
youth unemployment in minority communities,1.5022793286397813
unemployment in minority communities is,1.5022793286397813
in minority communities is about,1.5022793286397813
minority communities is about 40,1.5022793286397813
communities is about 40 to,1.5022793286397813
is about 40 to 45,1.5022793286397813
about 40 to 45 percent,1.5022793286397813
40 to 45 percent </s>,1.5022793286397813
to 45 percent </s> </s>,1.5022793286397813
ryan,1.5022793286397813
endorsing,1.5022793286397813
<s> <s> says paul ryan,1.5022793286397813
<s> says paul ryan is,1.5022793286397813
says paul ryan is still,1.5022793286397813
paul ryan is still endorsing,1.5022793286397813
ryan is still endorsing trump,1.5022793286397813
is still endorsing trump </s>,1.5022793286397813
still endorsing trump </s> </s>,1.5022793286397813
endorsing trump </s> </s> </s>,1.5022793286397813
trump </s> </s> </s> </s>,1.5022793286397813
<s> <s> <s> we cut,1.5022793286397813
<s> <s> we cut business,1.5022793286397813
<s> we cut business taxes,1.5022793286397813
we cut business taxes so,1.5022793286397813
cut business taxes so today,1.5022793286397813
business taxes so today 70,1.5022793286397813
taxes so today 70 percent,1.5022793286397813
so today 70 percent of,1.5022793286397813
today 70 percent of our,1.5022793286397813
70 percent of our businesses,1.5022793286397813
percent of our businesses dont,1.5022793286397813
of our businesses dont pay,1.5022793286397813
our businesses dont pay a,1.5022793286397813
businesses dont pay a business,1.5022793286397813
dont pay a business tax,1.5022793286397813
pay a business tax </s>,1.5022793286397813
a business tax </s> </s>,1.5022793286397813
business tax </s> </s> </s>,1.5022793286397813
pryor,1.5022793286397813
93,1.5022793286397813
<s> <s> <s> says mark,1.5022793286397813
<s> <s> says mark pryor,1.5022793286397813
<s> says mark pryor votes,1.5022793286397813
says mark pryor votes with,1.5022793286397813
mark pryor votes with obama,1.5022793286397813
pryor votes with obama 93,1.5022793286397813
votes with obama 93 percent,1.5022793286397813
with obama 93 percent of,1.5022793286397813
obama 93 percent of the,1.5022793286397813
93 percent of the time,1.5022793286397813
percent of the time </s>,1.5022793286397813
of the time </s> </s>,1.5022793286397813
the time </s> </s> </s>,1.5022793286397813
time </s> </s> </s> </s>,1.5022793286397813
thinks,1.5022793286397813
authority,1.5022793286397813
regulate,1.5022793286397813
toilet,1.5022793286397813
seats,1.5022793286397813
<s> we have a federal,1.5022793286397813
we have a federal government,1.5022793286397813
have a federal government that,1.5022793286397813
a federal government that thinks,1.5022793286397813
federal government that thinks they,1.5022793286397813
government that thinks they have,1.5022793286397813
that thinks they have the,1.5022793286397813
thinks they have the authority,1.5022793286397813
they have the authority to,1.5022793286397813
have the authority to regulate,1.5022793286397813
the authority to regulate our,1.5022793286397813
authority to regulate our toilet,1.5022793286397813
to regulate our toilet seats,1.5022793286397813
regulate our toilet seats </s>,1.5022793286397813
our toilet seats </s> </s>,1.5022793286397813
toilet seats </s> </s> </s>,1.5022793286397813
seats </s> </s> </s> </s>,1.5022793286397813
basically,1.5022793286397813
doubled,1.5022793286397813
<s> <s> austin is a,1.5022793286397813
<s> austin is a city,1.5022793286397813
austin is a city that,1.5022793286397813
is a city that has,1.5022793286397813
a city that has basically,1.5022793286397813
city that has basically doubled,1.5022793286397813
that has basically doubled in,1.5022793286397813
has basically doubled in size,1.5022793286397813
basically doubled in size every,1.5022793286397813
doubled in size every 25,1.5022793286397813
in size every 25 years,1.5022793286397813
size every 25 years or,1.5022793286397813
every 25 years or so,1.5022793286397813
25 years or so since,1.5022793286397813
years or so since it,1.5022793286397813
or so since it was,1.5022793286397813
so since it was founded,1.5022793286397813
since it was founded </s>,1.5022793286397813
it was founded </s> </s>,1.5022793286397813
was founded </s> </s> </s>,1.5022793286397813
founded </s> </s> </s> </s>,1.5022793286397813
test,1.5022793286397813
conducted,1.5022793286397813
054th,1.5022793286397813
n,1.5022793286397813
99,1.5022793286397813
tests,1.5022793286397813
<s> <s> <s> the nuclear,1.5022793286397813
<s> <s> the nuclear test,1.5022793286397813
<s> the nuclear test conducted,1.5022793286397813
the nuclear test conducted in,1.5022793286397813
nuclear test conducted in our,1.5022793286397813
test conducted in our nation,1.5022793286397813
conducted in our nation this,1.5022793286397813
in our nation this time,1.5022793286397813
our nation this time is,1.5022793286397813
nation this time is the,1.5022793286397813
this time is the earth,1.5022793286397813
time is the earth s,1.5022793286397813
is the earth s 2,1.5022793286397813
the earth s 2 054th,1.5022793286397813
earth s 2 054th nuclear,1.5022793286397813
s 2 054th nuclear test,1.5022793286397813
2 054th nuclear test the,1.5022793286397813
054th nuclear test the five,1.5022793286397813
nuclear test the five permanent,1.5022793286397813
test the five permanent members,1.5022793286397813
the five permanent members of,1.5022793286397813
five permanent members of the,1.5022793286397813
permanent members of the u,1.5022793286397813
members of the u n,1.5022793286397813
of the u n security,1.5022793286397813
the u n security council,1.5022793286397813
u n security council have,1.5022793286397813
n security council have conducted,1.5022793286397813
security council have conducted 99,1.5022793286397813
council have conducted 99 99,1.5022793286397813
have conducted 99 99 percent,1.5022793286397813
conducted 99 99 percent of,1.5022793286397813
99 99 percent of the,1.5022793286397813
99 percent of the total,1.5022793286397813
percent of the total nuclear,1.5022793286397813
of the total nuclear tests,1.5022793286397813
the total nuclear tests </s>,1.5022793286397813
total nuclear tests </s> </s>,1.5022793286397813
nuclear tests </s> </s> </s>,1.5022793286397813
tests </s> </s> </s> </s>,1.5022793286397813
added,1.5022793286397813
<s> <s> <s> under president,1.5022793286397813
<s> <s> under president george,1.5022793286397813
<s> under president george w,1.5022793286397813
under president george w bush,1.5022793286397813
president george w bush we,1.5022793286397813
george w bush we added,1.5022793286397813
w bush we added 4,1.5022793286397813
bush we added 4 9,1.5022793286397813
we added 4 9 trillion,1.5022793286397813
added 4 9 trillion to,1.5022793286397813
4 9 trillion to the,1.5022793286397813
9 trillion to the debt,1.5022793286397813
trillion to the debt under,1.5022793286397813
to the debt under president,1.5022793286397813
the debt under president obama,1.5022793286397813
debt under president obama weve,1.5022793286397813
under president obama weve added,1.5022793286397813
president obama weve added 6,1.5022793286397813
obama weve added 6 5,1.5022793286397813
weve added 6 5 trillion,1.5022793286397813
added 6 5 trillion to,1.5022793286397813
6 5 trillion to the,1.5022793286397813
5 trillion to the debt,1.5022793286397813
trillion to the debt </s>,1.5022793286397813
to the debt </s> </s>,1.5022793286397813
the debt </s> </s> </s>,1.5022793286397813
debt </s> </s> </s> </s>,1.5022793286397813
skipped,1.5022793286397813
18,1.5022793286397813
arm,1.5022793286397813
kurds,1.5022793286397813
<s> says marco rubio skipped,1.5022793286397813
says marco rubio skipped 18,1.5022793286397813
marco rubio skipped 18 defense,1.5022793286397813
rubio skipped 18 defense votes,1.5022793286397813
skipped 18 defense votes including,1.5022793286397813
18 defense votes including one,1.5022793286397813
defense votes including one to,1.5022793286397813
votes including one to arm,1.5022793286397813
including one to arm the,1.5022793286397813
one to arm the kurds,1.5022793286397813
to arm the kurds to,1.5022793286397813
arm the kurds to fight,1.5022793286397813
the kurds to fight isis,1.5022793286397813
kurds to fight isis </s>,1.5022793286397813
to fight isis </s> </s>,1.5022793286397813
fight isis </s> </s> </s>,1.5022793286397813
isis </s> </s> </s> </s>,1.5022793286397813
51,1.5022793286397813
<s> <s> <s> <s> african,1.5022793286397813
<s> <s> <s> african american,1.5022793286397813
<s> <s> african american youth,1.5022793286397813
<s> african american youth unemployment,1.5022793286397813
african american youth unemployment is,1.5022793286397813
american youth unemployment is 51,1.5022793286397813
youth unemployment is 51 percent,1.5022793286397813
unemployment is 51 percent hispanic,1.5022793286397813
is 51 percent hispanic youth,1.5022793286397813
51 percent hispanic youth unemployment,1.5022793286397813
percent hispanic youth unemployment is,1.5022793286397813
hispanic youth unemployment is 36,1.5022793286397813
youth unemployment is 36 percent,1.5022793286397813
unemployment is 36 percent </s>,1.5022793286397813
is 36 percent </s> </s>,1.5022793286397813
36 percent </s> </s> </s>,1.5022793286397813
co,1.5022793286397813
sponsored,1.5022793286397813
jail,1.5022793286397813
burners,1.5022793286397813
<s> <s> hillary clinton in,1.5022793286397813
<s> hillary clinton in 2005,1.5022793286397813
hillary clinton in 2005 co,1.5022793286397813
clinton in 2005 co sponsored,1.5022793286397813
in 2005 co sponsored legislation,1.5022793286397813
2005 co sponsored legislation that,1.5022793286397813
co sponsored legislation that would,1.5022793286397813
sponsored legislation that would jail,1.5022793286397813
legislation that would jail flag,1.5022793286397813
that would jail flag burners,1.5022793286397813
would jail flag burners </s>,1.5022793286397813
jail flag burners </s> </s>,1.5022793286397813
flag burners </s> </s> </s>,1.5022793286397813
burners </s> </s> </s> </s>,1.5022793286397813
<s> <s> <s> we created,1.5022793286397813
<s> <s> we created 800,1.5022793286397813
<s> we created 800 000,1.5022793286397813
we created 800 000 new,1.5022793286397813
created 800 000 new jobs,1.5022793286397813
800 000 new jobs we,1.5022793286397813
000 new jobs we cut,1.5022793286397813
new jobs we cut the,1.5022793286397813
jobs we cut the unemployment,1.5022793286397813
we cut the unemployment rate,1.5022793286397813
cut the unemployment rate almost,1.5022793286397813
the unemployment rate almost in,1.5022793286397813
unemployment rate almost in half,1.5022793286397813
rate almost in half and,1.5022793286397813
almost in half and today,1.5022793286397813
in half and today new,1.5022793286397813
half and today new york,1.5022793286397813
and today new york state,1.5022793286397813
today new york state has,1.5022793286397813
new york state has more,1.5022793286397813
york state has more private,1.5022793286397813
state has more private sector,1.5022793286397813
has more private sector jobs,1.5022793286397813
more private sector jobs than,1.5022793286397813
private sector jobs than it,1.5022793286397813
sector jobs than it has,1.5022793286397813
jobs than it has ever,1.5022793286397813
than it has ever had,1.5022793286397813
it has ever had in,1.5022793286397813
has ever had in its,1.5022793286397813
ever had in its history,1.5022793286397813
had in its history </s>,1.5022793286397813
in its history </s> </s>,1.5022793286397813
its history </s> </s> </s>,1.5022793286397813
earn,1.5022793286397813
82,1.5022793286397813
dollar,1.5022793286397813
<s> <s> <s> in georgia,1.5022793286397813
<s> <s> in georgia women,1.5022793286397813
<s> in georgia women earn,1.5022793286397813
in georgia women earn 82,1.5022793286397813
georgia women earn 82 cents,1.5022793286397813
women earn 82 cents for,1.5022793286397813
earn 82 cents for every,1.5022793286397813
82 cents for every dollar,1.5022793286397813
cents for every dollar earned,1.5022793286397813
for every dollar earned by,1.5022793286397813
every dollar earned by men,1.5022793286397813
